"name_common","councildistrict","address_provided","assettype","assettype_notes","live_music","event_venue","capacity","discipline","discp_note","website","web_notes","zip","camp_id","year_updated","location_1"
"Soma Vida","1","yes","Artist Studios/ Workshops","Coworking"," ",," ","Multidisciplinary"," ","http://www.somavida.net/workspace/","Our Coworking Space is dedicated to community workspace available by the hour, day or month. ","78702","598","2016","2324 Cesar Chavez Street   
Austin, TX 78702
(30.255359, -97.718134)"
"Urban Co-Lab","1","yes","Artist Studios/ Workshops","Coworking"," ",," ","Multidisciplinary"," ","http://www.urbanco-lab.com/","Urban Co-Lab is an urban innovation focused coworking space and startup incubator designed for community changemakers and innovators looking to create solutions for urban problems throughout the nation.","78702","590","2016","1818 East 12th Street
Austin, TX 78702
(30.273769, -97.720711)"
"Darwin's Pub","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"270","Music","Blues, Rock","http://www.darwinspubaustin.com/","Darwin's Pub is a small bar located in downtown Austin that occasionally features live music.","78701","293","2016","223 East Sixth Street
Austin, TX 78701
(30.267252, -97.740676)"
"ACA Studio","3","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Multidisciplinary"," ","http://www.austincreativealliance.org","Studio space available for rent
Possible uses: auditions, Rehersals, Workshops and classes.
Please contact Anne-Marie McKaskle for more information regarding rates","78702","618","2016","701 Tillery Street
Austin, TX 78702
(30.2583, -97.705392)"
"Dean Fredrick Custom Jewelry","3","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Textile/Apparel"," Textile/Apparel"," "," ","78702","626","2014","902 E 5Th St
Austin, TX 78702
(30.264764, -97.733829)"
"Mohawk","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://mohawkaustin.com","Handmade in downtown Austin, Texas, The Mohawk Austin was reinvented in 2006 as a place for stout drinks, live music, and original events. The Mohawk Austin draws its inspiration from the Native American culture of the Northeast.  The Mohawk Austin was b","78701","317","2016","912 Red River Street
Austin, TX 78701
(30.269529, -97.736399)"
"Art2Love","10","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," ","http://art2love.org/contact/","art2love’s mission is to empower, encourage and elevate children in crisis through art – their own art. Through dedicated drawing workshops children express their inner feelings in drawings that are then made into tangible replicas they can hug and interact with. The custom, plush reproductions of the children’s art are called artlings.","78755","2865","2014","4208 Cliffwood Cove
Austin, TX 78755
(30.38639, -97.750397)"
"Bayou House Concerts","0","no","Event/ Festival","House Concerts","Live Music",," ","Music","Blues, Folk/Acoustic","http://www.BayouConcerts.com/","Bayou Concerts is a house concert venue in the Round Rock, Texas area. We provide an enjoyable and intimate house concert venue for local and touring artists. Complete with a custom lighting and sound system, we combine the ambiance of a concert hall wit","78728","1818","2016","
Austin, TX 78728
(0.0, 0.0)"
"Texas Performing Arts- Bass Concert Hall","9","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.utpac.org","Completed in 1981, this flagship theatre of the Performing Arts Center is the largest in Austin, with seating for 2,800. The Nancy Lee and Perry R. Bass Concert Hall boasts a vast stage, an orchestra pit capable of holding 100 musicians, dressing rooms t","78712","1493","2016","2350 Robert Dedman
Austin, TX 78712
(30.28513, -97.737776)"
"Ginko Studios","3","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Craft/Design","Pottery"," "," ","78702","630","2014","800 Gullett St
Austin, TX 78702
(30.25831, -97.695912)"
"Mexic-Arte Museum","9","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Multidisciplinary"," Museum","www.mexicartemuseum.org","The Mexic-Arte Museum is dedicated to cultural enrichment and education through the presentation and promotion of traditional and contemporary Mexican, Latino, and Latin American art and culture. Since its founding in 1984, Mexic-Arte Museum has emerged","78701","428","2014","419 Congress Ave
Austin, TX 78701
(30.266313, -97.743128)"
"Images Of Austin","7","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78757","3026","2014","5933 Burnet Rd
Austin, TX 78757
(30.335083, -97.739462)"
"Cheer Up Charlie's","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," Music"," "," ","78701","290","2014","900 Red River St
Austin, TX 78701
(30.269422, -97.736443)"
"Elysium Nightclub","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," Music","http://www.elysiumonline.net","Elysium Nightclub in downtown Austin has been voted best dance club three years in a row in the <I>Austin Chronicle</I> Reader's Poll.  It is recognized as the city's gothic and industrial haven featuring 80's music, old goth favorites, live music, and s","78701","299","2014","705 Red River St
Austin, TX 78701
(30.267385, -97.736492)"
"Good Art Co","9","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78701","423","2014","1300 Guadalupe St
Austin, TX 78701
(30.276128, -97.743999)"
"Nutty Brown Cafe","0","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"4100","Music"," ","http://www.nuttybrown.com/","The Nutty Brown Cafe and Amphitheatre is the Hill Country headquarters for outstanding Live Music and great times. Our enormous, live-oak shaded patio and outdoor amphitheatre is the premier place in Central Texas to catch all of your favorite artists. C","78737","2106","2016","12225 Highway 290 West
Austin, TX 78737
(30.197189, -97.996581)"
"Austin Community College Gallery Theater","0","yes","Theater","Theater"," ",," ","Theater Arts"," School"," ","This venue is located on the Rio Grande campus and hosts many theater and spoken word events.","78610","227","2016","1212 Rio Grande
Austin, TX 78610
(30.082691, -97.843934)"
"Hummingbird House Concert","0","no","Event/ Festival","House Concerts","Live Music",," ","Music","Folk/Acoustic"," ","Hummingbird Concerts are backyard concerts that provide an opportunity for musicians to play in a more intimate, relaxed environment (a living room or backyard) with a group of people that are specifically coming to hear the music. There are several impo","0","3381","2016","
Austin, TX 0
(0.0, 0.0)"
"B. Iden Payne Theatre, Texas Performing Arts, The University of Texas at Austin","9","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.finearts.utexas.edu/tad/index.cfm","UT's 500 seat B. Iden Payne Theatre provides the perfect setting for plays and dance performances, allowing audiences a close-up look at the action on stage. This facility not only stages productions by internationally celebrated theatre companies and da","78705","1420","2016","300 East 23Rd Street
Austin, TX 78705
(30.285422, -97.734)"
"French Legation Museum","1","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Other"," Museum","http://www.frenchlegationmuseum.org","The French Legation was originally built in 1840-1841 to be the residence of the charge d'affaires who represented the government of France in the Republic of Texas. The Legation became the home of Dr. and Mrs. Joseph Robertson in 1848, remaining in thei","78702","755","2014","802 San Marcos St
Austin, TX 78702
(30.267002, -97.731807)"
"Ross' Old Austin Cafe","6","yes","Restaurant","Restaurant","Live Music",,"120","Music","Folk/Acoustic"," ","Ross', located at 11800 North Lamar Blvd., presents live music every night, usually singer/songwriters presenting their original music, with an occasional cover band. Tuesday and Thursday night are combination open mic and songwriter's showcases. Ross' b","78727","1816","2016","12108 Bell Avenue
Austin, TX 78727
(30.427377, -97.750504)"
"American Repertory Ensemble","0","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance","http://www.americanrep.org/Site_3/Home.html","The ensemble's core is built upon a foundation of national and international professional dancers and musicians. The very best of Austin’s resident artists complete this group to create a core of virtuosi acting in concert.  

Concerts are programmed to mix and mingle all of the ways these art-forms may interact: dance, music and visual art.

By focusing on the convergence and interplay of these art forms, ARE is at once strong in its artistic vision, and creative in its execution.  Please, explore who we are and join in supporting what we can become.","78746","2377","2014","4603 Charles Ave
Austin, TX 78746
(30.347053, -97.806589)"
"Ego's","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," "," ","Ego's is a legendary South Austin lounge that hosts a diverse live music mix and poetry slams.","78704","1088","2016","510 South Congress Avenue
Austin, TX 78704
(30.256235, -97.74769)"
"Physical Plant Theater","5","yes","Theater","Theater"," ",," ","Theater Arts"," Theater","http://www.physicalplant.org","Physical Plant Theater is dedicated to the proposition that theater must be free or inexpensive to attend and accessible to all.  They work strenuously to reach diverse and under-served audiences for whom high ticket prices function as barriers to access","78704","1321","2014","2204 De Verne St
Austin, TX 78704
(30.250088, -97.77897)"
"R S Thompson Art","6","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," "," ","78730","1900","2014","9801 Big View Dr
Austin, TX 78730
(30.366879, -97.849023)"
"Dance Institute","10","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78730","1890","2014","6612 Sitio Del Rio Blvd
Austin, TX 78730
(30.390599, -97.843246)"
"Dance Associates","7","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78756","2877","2014","831 Houston St
Austin, TX 78756
(30.323236, -97.728781)"
"Tejano Artist Music Museum Inc","1","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Music"," Music"," "," ","78723","1708","2014","2908 Overdale Rd
Austin, TX 78723
(30.30264, -97.681991)"
"North Hills Gallery","10","yes","Gallery/ Museum","Gallery/ Museum"," ",," ","Visual Arts"," "," ","North Hills Gallery is a Not for Profit art gallery displaying work by  2D artists of all types, both individuals and groups.  Exhibits change monthly.  The gallery is under the auspices of the Fine Arts Committee of Northwest Hills United Methodist Chur","78731","1947","2014","7050 Village Center Drive
Austin, TX 78731
(30.353284, -97.756132)"
"Iain Gillies-Decorative Art","10","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Visual Arts"," painting/illustration"," "," ","78759","3174","2014","8117 Greenslope Dr
Austin, TX 78759
(30.371127, -97.750102)"
"Latitude 29","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music","Dance/Electronic, Pop"," ","The Latitude 30 is one of Austin's most popular neighborhood bars, located in the heart of the Warehouse District. With TV's, DJ's, live bands, best service and most enjoyable atmosphere, there's something for everyone. If you're looking for a night out","78701","311","2016","512 San Jacinto Blvd.
Austin, TX 78701
(30.267081, -97.740736)"
"Thortan Road Studios","5","yes","Artist Studios/ Workshops","Studio Complex"," ",,"10","Multidisciplinary"," ","https://www.facebook.com/thorntonroadstudios/?fref=nf","0","78704","1082","2016","2309 Thornton Rd
Austin, TX 78704
(30.245343, -97.771502)"
"East Side Drive Inn","5","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music","Rock","http://www.transmissionentertainment.com/","East Side Drive In is one of the outdoor venues for Transmission Entertainment, an independent music booking/promotions/media collective that amplifies fan community growth and involvement, fueling emerging talent for the express purpose of harnessing th","78702","645","2016","501 North Interstate Highway 35
Austin, TX 78702
(30.246501, -97.775407)"
"Vickie Howell Inc","5","yes","Artist Studios/ Workshops","Studio, Workshop"," ",," ","Visual Arts"," "," "," ","78748","2473","2014","10801 Old Manchaca Rd
Austin, TX 78748
(30.162683, -97.82908)"
"Footworks","8","yes","Artist Studios/ Workshops","Dance Studio"," ",," ","Dance"," Dance"," "," ","78735","2037","2014","7010 W Highway 71
Austin, TX 78735
(30.242714, -97.882391)"
"Praes Theater - Stephen F. Austin High School","9","yes","Theater","Theater"," ",," ","Theater Arts"," School","http://www.austinisd.org/schools/website.phtml?id=014","Praes Theater is at Stephen F. Austin High School.  Stephen F. Austin High School, founded in 1881, is the oldest public high school West of the Mississippi River.  The current campus is located near downtown Austin along the Colorado River.  The school,","78703","978","2016","1715 West Cesar Chavez
Austin, TX 78703
(30.272565, -97.765079)"
"Blu","9","yes","Bar/Club/Venue","Bar/Club/Venue","Live Music",," ","Music"," ","http://www.bluaustin.com","Coffee bar by day, lounge martini bar by night","78701","284","2016","360 Nueces
Austin, TX 78701
(30.267494, -97.749564)"
"fibercove","5","yes","Artist Studios/ Workshops","Coworking"," ",," ","Multidisciplinary"," ","https://www.fibercove.com","COWORKING, MEETING AND EVENT SPACE ON SOUTH LAMAR","78704","995","2016","1700 South Lamar Blvd
Austin, TX 78704
(30.251606, -97.766487)"
"Brass Hall (Marble Falls)","0","no","Bar/Club/Venue","Bar/Club/Venue","Live Music",,"250","Music"," ","http://brasshall.com/","Brass Hall is the self-proclaimed ""Premiere Live Music Venue in Marble Falls."" This historic venue, located in the heart of downtown Marble Falls, has  re-emerged as a great source of live music and entertainment.","78654","238","2016","
Marble Falls, TX 78654
(0.0, 0.0)"
"Hyde Park Baptist High School Auditorium","10","yes","Theater","Theater"," ",," ","Theater Arts"," ","http://www.hpbs.org/pages/page.asp?page_id=37555","High School Auditorium","78759","3269","2016","11400 North Mopac Expressway
Austin, TX 78759
(30.3972, -97.75176)"
