key,value,formatted,unit,source,note,module,macroname
pums_austin_allwork_lt25k_moe,.37868529268572,+/- 0.4 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share earning under 25,000 dollars from work in 2025 dollars. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkLtTwoFivekMoe
pums_austin_allwork_lt50k,39.47264263403887,39.5%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share earning under 50,000 dollars from work in 2025 dollars. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkLtFiveZerok
pums_austin_allwork_lt50k_moe,.5239416941747099,+/- 0.5 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share earning under 50,000 dollars from work in 2025 dollars. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkLtFiveZerokMoe
pums_austin_allwork_ltmusiccensus,10.01808809534776,10.0%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share earning less than the 2013 Austin Music Census 10,000 dollar line restated in 2025 dollars. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkLtmusiccensus
pums_austin_allwork_ltmusiccensus_moe,.28339932100761,+/- 0.3 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share earning less than the 2013 Austin Music Census 10,000 dollar line restated in 2025 dollars. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkLtmusiccensusMoe
pums_austin_allwork_meanpernp_emp,87684.45490780323,"$87,700",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Mean personal earnings from work, zero and negative earners included. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpernpEmp
pums_austin_allwork_meanpernp_emp_moe,918.9484150910827,+/- $900,"2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Mean personal earnings from work, zero and negative earners included. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpernpEmpMoe
pums_austin_allwork_meanpernp_pos,87755.13097506409,"$87,800",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Mean personal earnings from work. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpernpPos
pums_austin_allwork_meanpernp_pos_moe,917.4986675409932,+/- $900,"2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Mean personal earnings from work. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpernpPosMoe
pums_austin_allwork_meanpincp_emp,91258.89875972204,"$91,300",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Mean total personal income. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpincpEmp
pums_austin_allwork_meanpincp_emp_moe,929.9696006461661,+/- $900,"2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Mean total personal income. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpincpEmpMoe
pums_austin_allwork_meanpincp_pos,91313.57376707316,"$91,300",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Mean total personal income. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpincpPos
pums_austin_allwork_meanpincp_pos_moe,927.4914318745155,+/- $900,"2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Mean total personal income. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMeanpincpPosMoe
pums_austin_allwork_medpernp_emp,62121.98763990402,"$62,100",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Median personal earnings from work, zero and negative earners included. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpernpEmp
pums_austin_allwork_medpernp_emp_moe,1353.780478216676,"+/- $1,400","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Median personal earnings from work, zero and negative earners included. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpernpEmpMoe
pums_austin_allwork_medpernp_pos,62497.29775411567,"$62,500",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"HEADLINE earnings figure. Median personal earnings from work. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpernpPos
pums_austin_allwork_medpernp_pos_moe,1465.984129123938,"+/- $1,500","2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. HEADLINE earnings figure. Median personal earnings from work. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpernpPosMoe
pums_austin_allwork_medpincp_emp,62913.94640580977,"$62,900",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Median total personal income. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpincpEmp
pums_austin_allwork_medpincp_emp_moe,607.8480239370027,+/- $600,"2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Median total personal income. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpincpEmpMoe
pums_austin_allwork_medpincp_pos,63079.93964673325,"$63,100",2025 dollars,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Median total personal income on the same base as the headline earnings figure, so the earnings-to-income gap is not a base artefact. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpincpPos
pums_austin_allwork_medpincp_pos_moe,711.8210744243282,+/- $700,"2025 dollars, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Median total personal income on the same base as the headline earnings figure, so the earnings-to-income gap is not a base artefact. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinAllworkMedpincpPosMoe
pums_austin_allwork_medwkhp,40,40,usual hours per week,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Median usual hours worked per week (WKHP). Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkMedwkhp
pums_austin_allwork_medwkwn,52,52,weeks worked in past 12 months,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Median weeks worked in the past 12 months (WKWN). Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkMedwkwn
pums_austin_allwork_n_emp,48643,"48,643",unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkNEmp
pums_austin_allwork_n_pos,48606,"48,606",unweighted person records,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records.",pums,NPumsAustinAllworkNPos
pums_austin_allwork_nonposearn,.07471000106952,0.1%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share of employed people reporting zero or negative earnings from work. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkNonposearn
pums_austin_allwork_nonposearn_moe,.02777388782035,+/- 0.0 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share of employed people reporting zero or negative earnings from work. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkNonposearnMoe
pums_austin_allwork_privcov,84.67734569496305,84.7%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share with private coverage (PRIVCOV = 1). Private and public overlap, so the two shares do not sum to the any-coverage share. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkPrivcov
pums_austin_allwork_privcov_moe,.46795564936372,+/- 0.5 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share with private coverage (PRIVCOV = 1). Private and public overlap, so the two shares do not sum to the any-coverage share. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkPrivcovMoe
pums_austin_allwork_pubcov,5.51542484384673,5.5%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share with public coverage (PUBCOV = 1). Private and public overlap. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkPubcov
pums_austin_allwork_pubcov_moe,.31287656020248,+/- 0.3 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share with public coverage (PUBCOV = 1). Private and public overlap. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkPubcovMoe
pums_austin_allwork_selfemp,10.35346339795449,10.4%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share self-employed, COW 6 (unincorporated) or 7 (incorporated). Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkSelfemp
pums_austin_allwork_selfemp_moe,.37176093277299,+/- 0.4 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share self-employed, COW 6 (unincorporated) or 7 (incorporated). Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkSelfempMoe
pums_austin_allwork_wtd_emp,1280953,"1,280,953",people,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Weighted denominator for every EMP-base figure in this cell. Base EMP = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48643 unweighted records.",pums,NPumsAustinAllworkWtdEmp
pums_austin_allwork_wtd_pos,1279996,"1,279,996",people,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Weighted denominator for every POS-base figure in this cell. Base POS = All workers, Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5) with positive earnings, ACS 2020-2024 5-year PUMS, PWGTP-weighted; 48606 unweighted records.",pums,NPumsAustinAllworkWtdPos
pums_austin_creative_hicov,87.53767607799718,87.5%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share with any health insurance (HICOV = 1). Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records.",pums,NPumsAustinCreativeHicov
pums_austin_creative_hicov_moe,2.98772038640273,+/- 3.0 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share with any health insurance (HICOV = 1). Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records.",pums,NPumsAustinCreativeHicovMoe
pums_austin_creative_lt10k,12.64685981423387,12.6%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share earning under 10,000 dollars from work in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtOneZerok
pums_austin_creative_lt10k_moe,2.60736913774042,+/- 2.6 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share earning under 10,000 dollars from work in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtOneZerokMoe
pums_austin_creative_lt25k,24.03887556129667,24.0%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share earning under 25,000 dollars from work in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtTwoFivek
pums_austin_creative_lt25k_moe,3.85901851577655,+/- 3.9 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share earning under 25,000 dollars from work in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtTwoFivekMoe
pums_austin_creative_lt50k,46.4353816817371,46.4%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share earning under 50,000 dollars from work in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtFiveZerok
pums_austin_creative_lt50k_moe,4.70366575142338,+/- 4.7 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share earning under 50,000 dollars from work in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtFiveZerokMoe
pums_austin_creative_ltmusiccensus,15.31647905517623,15.3%,percent,01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"Share earning less than the 2013 Austin Music Census 10,000 dollar line restated in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtmusiccensus
pums_austin_creative_ltmusiccensus_moe,2.77794238540938,+/- 2.8 points,"percentage points, 90 percent margin of error",01_evidence/02_pums_nes_microdata/pums_baseline_TX_workers18to64_2020_2024_5yr.csv + pums_person_repweights_TX_2020_2024_5yr.csv.gz,"90 percent MOE = 1.645 x SDR standard error from the 80 PUMS replicate weights. Share earning less than the 2013 Austin Music Census 10,000 dollar line restated in 2025 dollars. Base EMP = Nine creative occupations pooled (OCCP 2634, 2700, 2710, 2740, 2751, 2752, 2850, 2905, 2910), Austin-Round Rock-San Marcos metro, ages 18-64, employed (ESR 1/2/4/5), ACS 2020-2024 5-year PUMS, PWGTP-weighted; 667 unweighted records. Dollars adjusted with ADJINC to 2024 then by the CPI-U 2024 factor to 2025 dollars.",pums,NPumsAustinCreativeLtmusiccensusMoe
