key,value,formatted,unit,source,note,module
"census_spend_median_new_recordings","1651.191292133312","$1,651","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on New recordings, 2025 dollars, 728 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_mean_rehearsal_or_work_space","1536.488877842941","$1,536","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on Rehearsal or work space, 2025 dollars, 646 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_median_rehearsal_or_work_space","275.1985486888853","$275","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on Rehearsal or work space, 2025 dollars, 646 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_mean_gear_and_rentals","1521.673968111559","$1,522","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on Gear and rentals, 2025 dollars, 737 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_median_gear_and_rentals","550.3970973777706","$550","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on Gear and rentals, 2025 dollars, 737 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_mean_publicity_and_promotion","1505.63439250852","$1,506","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on Publicity and promotion, 2025 dollars, 690 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_median_publicity_and_promotion","330.2382584266623","$330","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on Publicity and promotion, 2025 dollars, 690 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_mean_merchandise","1029.334158173435","$1,029","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on Merchandise, 2025 dollars, 625 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_median_merchandise","330.2382584266623","$330","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on Merchandise, 2025 dollars, 625 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_mean_supplies","959.5379693463109","$960","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on Supplies, 2025 dollars, 742 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_median_supplies","550.3970973777706","$550","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on Supplies, 2025 dollars, 742 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_mean_accounting_and_legal","669.9710919864862","$670","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on Accounting and legal, 2025 dollars, 611 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_median_accounting_and_legal","0","$0","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on Accounting and legal, 2025 dollars, 611 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_mean_web_and_social_media","527.5645452930386","$528","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on Web and social media, 2025 dollars, 709 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_median_web_and_social_media","220.1588389511082","$220","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Median annual spending on Web and social media, 2025 dollars, 709 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_share_local","60.45045045045045","60.5%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean self-reported percent of annual music business spending that goes to providers inside the Austin area, 888 creatives; median 70 percent. Replicates the published 60 percent. This is the channel through which a creative expense becomes local economic activity, and it is the only local-multiplier quantity the census measured. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_retention_denom","1900","1,900","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Respondents answering the three-year intent items. Both items have exactly the same 1900 answers out of 2,227, so the 89 and the 64 rest on an identical base and the gap between them is a within-person comparison rather than a comparison of two different groups. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_intend_continue_music","88.78947368421053","88.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to continue their music work over the next three years - definitely yes plus maybe yes - 1900 respondents. Verifies the published 89 percent (Summary Report printed p.7). KUT reported 84 percent; use 89 and cite the report, not the coverage. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_intend_continue_definitely","74.73684210526315","74.7%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share answering DEFINITELY yes to continuing music work, 1900 respondents. The published 89 percent folds in maybe yes; this is the firm part of it. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_intend_stay_austin","64.10526315789473","64.1%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years - definitely yes plus maybe yes - 1900 respondents. Verifies the published 64 percent (Summary Report printed p.7). The 36 percent complement is mostly uncertainty rather than a stated intention to leave: unsure 25.6 points, maybe no 6.7, definitely no 3.6. Say so whenever the 36 percent is quoted. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_intend_stay_definitely","44.15789473684211","44.2%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share answering DEFINITELY yes to still living in greater Austin in three years, 1900 respondents. Below half. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_retention_gap","24.6842","24.7 points","percentage points","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Gap between the share intending to continue in music and the share intending to stay in greater Austin, on the same 1900 respondents. The Summary Report reads it as a third of the ecosystem considering leaving the metro entirely. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_primary_sector_music_creative","64.75349521707138","64.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 1,359 respondents in the group Music creative (breakout variable: Primary sector) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_primary_sector_music_industry","61.93693693693694","61.9%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 444 respondents in the group Music industry (breakout variable: Primary sector) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_primary_sector_venue_or_presenter","65.625","65.6%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 96 respondents in the group Venue or presenter (breakout variable: Primary sector) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_years_of_experience_under_3_years","66.66666666666666","66.7%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 120 respondents in the group Under 3 years (breakout variable: Years of experience) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_years_of_experience_3_to_5_years","62.98342541436463","63.0%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 181 respondents in the group 3 to 5 years (breakout variable: Years of experience) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_years_of_experience_6_to_10_years","49.70588235294117","49.7%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 340 respondents in the group 6 to 10 years (breakout variable: Years of experience) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_years_of_experience_more_than_10_years","67.80876494023904","67.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 1,255 respondents in the group More than 10 years (breakout variable: Years of experience) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_music_income_from_local_gigs_none","54.11764705882353","54.1%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 85 respondents in the group None (breakout variable: Music income from local gigs) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_music_income_from_local_gigs_very_little","62.05128205128205","62.1%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 195 respondents in the group Very little (breakout variable: Music income from local gigs) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_music_income_from_local_gigs_some","73.43173431734317","73.4%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 271 respondents in the group Some (breakout variable: Music income from local gigs) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_music_income_from_local_gigs_most","65.41176470588236","65.4%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 425 respondents in the group Most (breakout variable: Music income from local gigs) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_music_income_from_local_gigs_all","61.53846153846154","61.5%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 143 respondents in the group All (breakout variable: Music income from local gigs) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_work_space_status_owns_work_space","64.70588235294117","64.7%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 51 respondents in the group Owns work space (breakout variable: Work space status) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_work_space_status_rents_work_space","67.03296703296702","67.0%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 182 respondents in the group Rents work space (breakout variable: Work space status) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_work_space_status_needs_but_lacks_work_space","59.79899497487438","59.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 398 respondents in the group Needs but lacks work space (breakout variable: Work space status) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_work_space_status_provided_or_not_needed","66.43192488262912","66.4%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 426 respondents in the group Provided or not needed (breakout variable: Work space status) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_housing_tenure_homeowner","75.46174142480211","75.5%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 758 respondents in the group Homeowner (breakout variable: Housing tenure) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_housing_tenure_renter","52.32558139534884","52.3%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 688 respondents in the group Renter (breakout variable: Housing tenure) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_housing_tenure_other_or_unstable_housing","63.2183908045977","63.2%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 174 respondents in the group Other or unstable housing (breakout variable: Housing tenure) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_health_insurance_no_health_insurance","53.14960629921261","53.1%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 254 respondents in the group No health insurance (breakout variable: Health insurance) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_stay_health_insurance_has_health_insurance","66.11510791366906","66.1%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share intending to still live in greater Austin in three years among the 1,390 respondents in the group Has health insurance (breakout variable: Health insurance) who answered the item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_staychi2_health_insurance","15.690","chi-squared(1) = 15.7, p = 0.0001","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between intending to stay in greater Austin and Health insurance. Report as association, never as causation. The p-value assumes simple random sampling; this is a self-selected convenience sample, so treat the test as a descriptive discriminant among respondents rather than inference to the Austin music workforce. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_staychi2_housing_tenure","84.225","chi-squared(2) = 84.2, p = 0.0000","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between intending to stay in greater Austin and Housing tenure. Report as association, never as causation. The p-value assumes simple random sampling; this is a self-selected convenience sample, so treat the test as a descriptive discriminant among respondents rather than inference to the Austin music workforce. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_staychi2_music_income_from_local_gigs","14.419","chi-squared(4) = 14.4, p = 0.0061","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between intending to stay in greater Austin and Music income from local gigs. Report as association, never as causation. The p-value assumes simple random sampling; this is a self-selected convenience sample, so treat the test as a descriptive discriminant among respondents rather than inference to the Austin music workforce. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_staychi2_primary_sector","1.251","chi-squared(2) = 1.3, p = 0.5349","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between intending to stay in greater Austin and Primary sector. Report as association, never as causation. The p-value assumes simple random sampling; this is a self-selected convenience sample, so treat the test as a descriptive discriminant among respondents rather than inference to the Austin music workforce. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_staychi2_work_space_status","4.876","chi-squared(3) = 4.9, p = 0.1811","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between intending to stay in greater Austin and Work space status. Report as association, never as causation. The p-value assumes simple random sampling; this is a self-selected convenience sample, so treat the test as a descriptive discriminant among respondents rather than inference to the Austin music workforce. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_staychi2_years_of_experience","38.518","chi-squared(3) = 38.5, p = 0.0000","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between intending to stay in greater Austin and Years of experience. Report as association, never as causation. The p-value assumes simple random sampling; this is a self-selected convenience sample, so treat the test as a descriptive discriminant among respondents rather than inference to the Austin music workforce. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_logit_renter_or","0.3880","0.39","odds ratio","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Odds ratio on renting, relative to owning, in a logit of intending to stay in greater Austin on primary sector, years of experience, housing tenure and health insurance. 1607 respondents, p = 0.0000. Association only: tenure is not randomly assigned, and income, age and family stage all move with it. None of those can be controlled for, because the census collected no income variable and age is missing for 28 percent of respondents. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_logit_n","1607","1,607","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Estimation sample for the retention logit that includes housing tenure and insurance. It is smaller than the 1,900 who answered the retention item, because tenure and insurance are themselves unevenly answered. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_n_presenters_ranking","177","177","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Respondents who completed the nine-item ranking of business pressures. Above the 50-record floor in aggregate, so it is published, but it is 8 percent of the survey and the thinnest block in this module. Only 77 of the 108 respondents whose PRIMARY sector is venue or presenter answered it; the other 100 are creatives and industry professionals who also present gigs, so this is a presenter-activity population, not a venue census. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_n_venue_operators","131","131","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Presenters reporting a numeric legal capacity band, that is, operators of a physical room. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_n_independent_promoters","43","43","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Presenters identifying as independent promoters rather than room operators. Below the 50-record floor, so no statistic is published for this group alone and the Data Appendix operator-versus-promoter split (slides 56 and 57) is not reproduced. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
