key,value,formatted,unit,source,note,module
"emp_payroll_pctchg_actors_austin","-30.4","-30.4%","percent change, payroll employment","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, Austin MSA, payroll employment change 2017 to 2025: 230 to 160 jobs. Actual window 2017-2025, not 2005-2025: BLS did not publish Austin MSA payroll employment for Actors in every year (occupation too small/volatile at the metro level to clear OEWS publication thresholds in every year).","wages"
"wage_hourly_real_actors_tx_first","32.32","$32.32","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, Texas, median hourly wage, 2005, OEWS. Deflated from nominal 2005 dollars using /Users/ericbooth/Library/CloudStorage/GoogleDrive-eric.booth@texas2036.org/My Drive/EconomicOutlook_MusiciansCreatives_20260801/03_analysis/stata/../../03_analysis/out/cpi_annual.dta.","wages"
"wage_hourly_real_actors_tx_last","25.86","$25.86","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, Texas, median hourly wage, 2025, OEWS. 2025 dollars.","wages"
"wage_hourly_pctchg_actors_tx","-20","-20.0%","percent change, real hourly median wage","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, Texas, real median hourly wage change 2005 to 2025: $32.32 to $25.86, 2025 dollars.","wages"
"emp_payroll_actors_tx_first","3720","3,720","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, Texas, OEWS payroll employment, 2009. Excludes the self-employed.","wages"
"emp_payroll_actors_tx_last","2160","2,160","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, Texas, OEWS payroll employment, 2025. Excludes the self-employed.","wages"
"emp_payroll_pctchg_actors_tx","-41.90000000000001","-41.9%","percent change, payroll employment","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, Texas, payroll employment change 2009 to 2025: 3,720 to 2,160 jobs. Actual window 2009-2025, not 2005-2025: BLS did not publish Austin MSA payroll employment for Actors in every year (occupation too small/volatile at the metro level to clear OEWS publication thresholds in every year).","wages"
"wage_hourly_real_actors_us_first","22.43","$22.43","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, United States, median hourly wage, 2005, OEWS. Deflated from nominal 2005 dollars using /Users/ericbooth/Library/CloudStorage/GoogleDrive-eric.booth@texas2036.org/My Drive/EconomicOutlook_MusiciansCreatives_20260801/03_analysis/stata/../../03_analysis/out/cpi_annual.dta.","wages"
"wage_hourly_real_actors_us_last","29.05","$29.05","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, United States, median hourly wage, 2025, OEWS. 2025 dollars.","wages"
"wage_hourly_pctchg_actors_us","29.5","+29.5%","percent change, real hourly median wage","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, United States, real median hourly wage change 2005 to 2025: $22.43 to $29.05, 2025 dollars.","wages"
"emp_payroll_actors_us_first","59590","59,590","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, United States, OEWS payroll employment, 2005. Excludes the self-employed.","wages"
"emp_payroll_actors_us_last","55000","55,000","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, United States, OEWS payroll employment, 2025. Excludes the self-employed.","wages"
"emp_payroll_pctchg_actors_us","-7.7","-7.7%","percent change, payroll employment","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Actors, United States, payroll employment change 2005 to 2025: 59,590 to 55,000 jobs.","wages"
"wage_hourly_real_allocc_austin_first","23.72","$23.72","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Austin MSA, median hourly wage, 2005, OEWS. Deflated from nominal 2005 dollars using /Users/ericbooth/Library/CloudStorage/GoogleDrive-eric.booth@texas2036.org/My Drive/EconomicOutlook_MusiciansCreatives_20260801/03_analysis/stata/../../03_analysis/out/cpi_annual.dta.","wages"
"wage_hourly_real_allocc_austin_last","27.38","$27.38","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Austin MSA, median hourly wage, 2025, OEWS. 2025 dollars.","wages"
"wage_hourly_pctchg_allocc_austin","15.4","+15.4%","percent change, real hourly median wage","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Austin MSA, real median hourly wage change 2005 to 2025: $23.72 to $27.38, 2025 dollars.","wages"
"emp_payroll_allocc_austin_first","686150","686,150","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Austin MSA, OEWS payroll employment, 2005. Excludes the self-employed.","wages"
"emp_payroll_allocc_austin_last","1293690","1,293,690","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Austin MSA, OEWS payroll employment, 2025. Excludes the self-employed.","wages"
"emp_payroll_pctchg_allocc_austin","88.5","+88.5%","percent change, payroll employment","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Austin MSA, payroll employment change 2005 to 2025: 686,150 to 1,293,690 jobs.","wages"
"wage_hourly_real_allocc_tx_first","21.25","$21.25","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Texas, median hourly wage, 2005, OEWS. Deflated from nominal 2005 dollars using /Users/ericbooth/Library/CloudStorage/GoogleDrive-eric.booth@texas2036.org/My Drive/EconomicOutlook_MusiciansCreatives_20260801/03_analysis/stata/../../03_analysis/out/cpi_annual.dta.","wages"
"wage_hourly_real_allocc_tx_last","23.38","$23.38","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Texas, median hourly wage, 2025, OEWS. 2025 dollars.","wages"
"wage_hourly_pctchg_allocc_tx","10","+10.0%","percent change, real hourly median wage","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Texas, real median hourly wage change 2005 to 2025: $21.25 to $23.38, 2025 dollars.","wages"
"emp_payroll_allocc_tx_first","9424510","9,424,510","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Texas, OEWS payroll employment, 2005. Excludes the self-employed.","wages"
"emp_payroll_allocc_tx_last","14071160","14071160","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Texas, OEWS payroll employment, 2025. Excludes the self-employed.","wages"
"emp_payroll_pctchg_allocc_tx","49.3","+49.3%","percent change, payroll employment","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, Texas, payroll employment change 2005 to 2025: 9,424,510 to 14071160 jobs.","wages"
"wage_hourly_real_allocc_us_first","23.34","$23.34","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, United States, median hourly wage, 2005, OEWS. Deflated from nominal 2005 dollars using /Users/ericbooth/Library/CloudStorage/GoogleDrive-eric.booth@texas2036.org/My Drive/EconomicOutlook_MusiciansCreatives_20260801/03_analysis/stata/../../03_analysis/out/cpi_annual.dta.","wages"
"wage_hourly_real_allocc_us_last","24.51","$24.51","2025 dollars per hour","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, United States, median hourly wage, 2025, OEWS. 2025 dollars.","wages"
"wage_hourly_pctchg_allocc_us","5","+5.0%","percent change, real hourly median wage","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, United States, real median hourly wage change 2005 to 2025: $23.34 to $24.51, 2025 dollars.","wages"
"emp_payroll_allocc_us_first","130307840","130307840","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, United States, OEWS payroll employment, 2005. Excludes the self-employed.","wages"
"emp_payroll_allocc_us_last","155495730","155495730","wage-and-salary jobs","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, United States, OEWS payroll employment, 2025. Excludes the self-employed.","wages"
"emp_payroll_pctchg_allocc_us","19.3","+19.3%","percent change, payroll employment","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","All Occupations, United States, payroll employment change 2005 to 2025: 130307840 to 155495730 jobs.","wages"
"wage_austin_musicians_vs_allocc_2025","4.11","$31.49 vs $27.38","2025 dollars per hour, real median","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Austin MSA, May 2025: median hourly wage for Musicians and Singers ($31.49) against the MSA all-occupation median ($27.38). MSA musician employment is only ~120 wage-and-salary jobs in 2025, so this is a small and volatile estimate, not a claim about the far larger self-employed/gig musician population.","wages"
"naics71_msa_suppression_correction","2","2 area-year(s) suppressed","correction to evidence-folder documentation, not used in this module","01_evidence/01_wages_oews_qcew/_findings.md","_findings.md and _sources.md in 01_evidence/01_wages_oews_qcew state NAICS 71 is not disclosure-suppressed at the Austin MSA level. Direct inspection of disclosure_code on the underlying CSV found 2 suppressed area-year(s) (2012 2013, own_code=5). This module does not use NAICS 71 for any figure or number, so the error does not affect anything registered here, but the evidence folder's own documentation should be corrected.","wages"
"qcew_suppression_handling_note","1","zeros nulled where disclosure_code equals N","methodological note","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","QCEW disclosure-suppressed rows do not arrive as missing: BLS records annual_avg_emplvl and avg_annual_pay as 0 in those rows (establishment counts still shown) and flags disclosure_code=N. This module explicitly replaces annual_avg_emplvl and avg_annual_pay with missing wherever disclosure_code=N before any average, trend, or registered figure, so a suppressed zero is never averaged into a real series. Travis County, Texas, and U.S. rows (own_code=5), this module's 3 headline geographies, carry no suppressed years for NAICS 71113 or 7115 across 2001-2025; suppression is confined to the Austin MSA level.","wages"
"qcew_msa_suppression_71113","8","8 of 24 years","count of suppressed area-years","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (Musical Groups and Artists), private sector, Austin-Round Rock(-San Marcos) MSA: 8 of 24 area-years (2001-2024; no 2025 MSA rows exist yet) have annual_avg_emplvl/avg_annual_pay withheld (disclosure_code=N; establishment counts still shown). Travis County has no suppressed years for this code and is used as the primary sub-state geography throughout this module for that reason.","wages"
"qcew_msa_suppression_7115","10","10 of 24 years","count of suppressed area-years","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (Independent Artists, Writers, and Performers), private sector, Austin-Round Rock(-San Marcos) MSA: 10 of 24 area-years (2001-2024) have annual_avg_emplvl/avg_annual_pay withheld (disclosure_code=N). Travis County has no suppressed years for this code.","wages"
"qcew_estabs_musicalgroups_travis_first","39","39","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Travis County, private sector, 2001.","wages"
"qcew_estabs_musicalgroups_travis_last","56","56","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Travis County, private sector, 2025.","wages"
"qcew_estabs_pctchg_musicalgroups_travis","43.6","+43.6%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), Travis County, establishments change 2001 to 2025: 39 to 56.","wages"
"qcew_emplvl_musicalgroups_travis_first","320","320","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Travis County, private sector, 2001.","wages"
"qcew_emplvl_musicalgroups_travis_last","314","314","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Travis County, private sector, 2025.","wages"
"qcew_emplvl_pctchg_musicalgroups_travis","-1.9","-1.9%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), Travis County, private-sector jobs change 2001 to 2025: 320 to 314.","wages"
"qcew_paynreal_musicalgroups_travis_first","49382","$49,382","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Travis County, private sector, 2001.","wages"
"qcew_paynreal_musicalgroups_travis_last","56461","$56,461","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Travis County, private sector, 2025.","wages"
"qcew_paynreal_pctchg_musicalgroups_travis","14.3","+14.3%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), Travis County, 2025 dollars, average annual pay change 2001 to 2025: $49,382 to $56,461.","wages"
"qcew_estabs_musicalgroups_tx_first","230","230","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Texas, private sector, 2001.","wages"
"qcew_estabs_musicalgroups_tx_last","334","334","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Texas, private sector, 2025.","wages"
"qcew_estabs_pctchg_musicalgroups_tx","45.2","+45.2%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), Texas, establishments change 2001 to 2025: 230 to 334.","wages"
"qcew_emplvl_musicalgroups_tx_first","2163","2,163","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Texas, private sector, 2001.","wages"
"qcew_emplvl_musicalgroups_tx_last","2029","2,029","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Texas, private sector, 2025.","wages"
"qcew_emplvl_pctchg_musicalgroups_tx","-6.2","-6.2%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), Texas, private-sector jobs change 2001 to 2025: 2,163 to 2,029.","wages"
"qcew_paynreal_musicalgroups_tx_first","70701","$70,701","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Texas, private sector, 2001.","wages"
"qcew_paynreal_musicalgroups_tx_last","71744","$71,744","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, Texas, private sector, 2025.","wages"
"qcew_paynreal_pctchg_musicalgroups_tx","1.5","+1.5%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), Texas, 2025 dollars, average annual pay change 2001 to 2025: $70,701 to $71,744.","wages"
"qcew_estabs_musicalgroups_us_first","5961","5,961","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, United States, private sector, 2001.","wages"
"qcew_estabs_musicalgroups_us_last","6041","6,041","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, United States, private sector, 2025.","wages"
"qcew_estabs_pctchg_musicalgroups_us","1.3","+1.3%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), United States, establishments change 2001 to 2025: 5,961 to 6,041.","wages"
"qcew_emplvl_musicalgroups_us_first","45459","45,459","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, United States, private sector, 2001.","wages"
"qcew_emplvl_musicalgroups_us_last","34795","34,795","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, United States, private sector, 2025.","wages"
"qcew_emplvl_pctchg_musicalgroups_us","-23.5","-23.5%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), United States, private-sector jobs change 2001 to 2025: 45,459 to 34,795.","wages"
"qcew_paynreal_musicalgroups_us_first","68702","$68,702","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, United States, private sector, 2001.","wages"
"qcew_paynreal_musicalgroups_us_last","81260","$81,260","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113, United States, private sector, 2025.","wages"
"qcew_paynreal_pctchg_musicalgroups_us","18.3","+18.3%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (musicalgroups), United States, 2025 dollars, average annual pay change 2001 to 2025: $68,702 to $81,260.","wages"
"qcew_estabs_indepartists_travis_first","44","44","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Travis County, private sector, 2001.","wages"
"qcew_estabs_indepartists_travis_last","233","233","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Travis County, private sector, 2025.","wages"
"qcew_estabs_pctchg_indepartists_travis","429.5","+429.5%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), Travis County, establishments change 2001 to 2025: 44 to 233.","wages"
"qcew_emplvl_indepartists_travis_first","167","167","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Travis County, private sector, 2001.","wages"
"qcew_emplvl_indepartists_travis_last","383","383","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Travis County, private sector, 2025.","wages"
"qcew_emplvl_pctchg_indepartists_travis","129.3","+129.3%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), Travis County, private-sector jobs change 2001 to 2025: 167 to 383.","wages"
"qcew_paynreal_indepartists_travis_first","112516","$112,516","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Travis County, private sector, 2001.","wages"
"qcew_paynreal_indepartists_travis_last","238889","$238,889","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Travis County, private sector, 2025.","wages"
"qcew_paynreal_pctchg_indepartists_travis","112.3","+112.3%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), Travis County, 2025 dollars, average annual pay change 2001 to 2025: $112,516 to $238,889.","wages"
"qcew_estabs_indepartists_tx_first","370","370","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Texas, private sector, 2001.","wages"
"qcew_estabs_indepartists_tx_last","1458","1,458","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Texas, private sector, 2025.","wages"
"qcew_estabs_pctchg_indepartists_tx","294.1","+294.1%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), Texas, establishments change 2001 to 2025: 370 to 1,458.","wages"
"qcew_emplvl_indepartists_tx_first","1349","1,349","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Texas, private sector, 2001.","wages"
"qcew_emplvl_indepartists_tx_last","3469","3,469","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Texas, private sector, 2025.","wages"
"qcew_emplvl_pctchg_indepartists_tx","157.2","+157.2%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), Texas, private-sector jobs change 2001 to 2025: 1,349 to 3,469.","wages"
"qcew_paynreal_indepartists_tx_first","73665","$73,665","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Texas, private sector, 2001.","wages"
"qcew_paynreal_indepartists_tx_last","98927","$98,927","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, Texas, private sector, 2025.","wages"
"qcew_paynreal_pctchg_indepartists_tx","34.3","+34.3%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), Texas, 2025 dollars, average annual pay change 2001 to 2025: $73,665 to $98,927.","wages"
"qcew_estabs_indepartists_us_first","14332","14,332","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, United States, private sector, 2001.","wages"
"qcew_estabs_indepartists_us_last","42223","42,223","establishments","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, United States, private sector, 2025.","wages"
"qcew_estabs_pctchg_indepartists_us","194.6","+194.6%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), United States, establishments change 2001 to 2025: 14,332 to 42,223.","wages"
"qcew_emplvl_indepartists_us_first","37046","37,046","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, United States, private sector, 2001.","wages"
"qcew_emplvl_indepartists_us_last","59406","59,406","private-sector jobs","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, United States, private sector, 2025.","wages"
"qcew_emplvl_pctchg_indepartists_us","60.40000000000001","+60.4%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), United States, private-sector jobs change 2001 to 2025: 37,046 to 59,406.","wages"
"qcew_paynreal_indepartists_us_first","178673","$178,673","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, United States, private sector, 2001.","wages"
"qcew_paynreal_indepartists_us_last","159205","$159,205","2025 dollars, average annual pay","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115, United States, private sector, 2025.","wages"
"qcew_paynreal_pctchg_indepartists_us","-10.9","-10.9%","percent change","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (indepartists), United States, 2025 dollars, average annual pay change 2001 to 2025: $178,673 to $159,205.","wages"
"qcew_71113_2025_provisional_caveat","1","TX $103,178 to $71,744; US $98,618 to $81,260","2025 dollars, average annual pay, methodological caveat","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 71113 (Musical Groups and Artists) average annual pay fell 2024-to-2025 in both Texas and the U.S. even as establishment counts kept growing. One year of data cannot confirm a reversal of the two-decade upward trend; it may be ordinary year-to-year noise in a small industry code, or the concurrent transition to the NAICS 2022 six-digit code (711130), which BLS published in parallel with the legacy five-digit code for 2025 only. This project's evidence extract captured only the legacy 71113 series, not the parallel 711130 file, so no direct cross-check between the two was possible here; if the 2025 figure looks anomalous, the code transition is a plausible but unconfirmed explanation. Treat the 2025 figure as provisional until a second year confirms the direction.","wages"
"qcew_7115_travis_pay_volatility","202201","$54,433 to $256,635","2025 dollars, range across 2001-2025","01_evidence/01_wages_oews_qcew/qcew_arts_industries_2001_2025.csv","NAICS 7115 (Independent Artists, Writers, and Performers) average annual pay in Travis County, private sector, real 2025 dollars, 2001-2025 range. This code covers independent contractors and loan-out corporations; a handful of high-earning individuals who incorporate can swing the county average sharply. Read this as sensitive to a small number of outliers, not as a typical independent artist's income.","wages"
"nes_noise_infusion_note","1","noise-infused, not suppressed","methodological note","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","Nearly every NES row in this module carries a non-blank rcptot_not_avail_flag (G, H, or J), which is Census's standard disclosure-avoidance/noise-infusion annotation on receipts, not a suppression marker; true suppression is flagged D on estab_flag/rcptot_flag and none of that occurs in the county-industry cells this module uses. Small year-to-year swings in receipts may partly reflect injected statistical noise rather than only real change.","wages"
"substitution_payroll_tx_pctchg","-50.2","-50.2%","percent change, payroll jobs, 2005-2025","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","OEWS Musicians and Singers (27-2042), Texas, payroll employment 2005 (2,870) to 2025 (1,430). Indexed 2005=100 for fig06.","wages"
"substitution_payroll_austin_note","19","19 of 21 years published","count of non-missing years","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Austin MSA OEWS payroll employment for Musicians and Singers is small (roughly 100-700 jobs) and volatile, with 2 years (2014, 2015) entirely unpublished. Because an index built on such a thin, volatile base could itself mislead, fig06 uses Texas (not Austin MSA) as the payroll-jobs geography; the Austin MSA series is registered here for the record instead of charted.","wages"
"substitution_nonemployer_travis_pctchg","61.6","+61.6%","percent change, nonemployer establishments, 2012-2023","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115 (Independent Artists, Writers, and Performers), Travis County, establishments 2012 (5,382) to 2023 (8,696). Indexed 2012=100 for fig06. Counts businesses, not people; excludes anyone with no reported receipts.","wages"
"substitution_nonemployer_tx_pctchg","66.2","+66.2%","percent change, nonemployer establishments, 2012-2023","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Texas statewide, establishments 2012 (45,021) to 2023 (74,834). Indexed 2012=100, registered for context; not charted (fig06 uses Travis County as the sub-state nonemployer geography, pairing with Texas on the payroll side).","wages"
"substitution_honesty_note","1","directions only, not levels","methodological note","multiple","OEWS payroll employment counts wage-and-salary JOBS in one occupation (Musicians and Singers). NES nonemployer establishments counts BUSINESSES across a broader occupational universe (all independent artists, writers, and performers, NAICS 7115). The two series are never summed or presented as one workforce total; fig06 plots each as its own index (own first available year = 100) in its own panel so only the direction of each trend is compared.","wages"
"pep_population_coverage_gap","1","PEP covers 2020-2025 only","methodological limitation","03_analysis/data/external/Census_PEP_TX_County_Components.dta","This project's Census PEP extract is Vintage 2025, which covers county population only for 2020-2025 (the post-2020-Census series; splicing in an older vintage's 2012-2019 estimates would introduce a vintage-methodology discontinuity at the seam rather than a clean series). The NES nonemployer panel runs 2012-2023. Establishments-per-10,000-residents in fig08 and its registry entries therefore cover 2020-2023, the true overlap, not the full 2012-2023 NES window; raw establishment counts and real receipts per establishment (which need no population denominator) are reported for the full 2012-2023 span instead.","wages"
"nes_receipts_per_estab_travis_first","30277","$30,277","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Travis County, real receipts per establishment, 2012.","wages"
"nes_receipts_per_estab_travis_last","36311","$36,311","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Travis County, real receipts per establishment, 2023.","wages"
"nes_receipts_per_estab_pctchg_travis","19.9","+19.9%","percent change, real receipts per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Travis County, real receipts per establishment change 2012 to 2023: $30,277 to $36,311, 2025 dollars.","wages"
"nes_estab_pctchg_travis","61.6","+61.6%","percent change, nonemployer establishments, 2012-2023","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Travis County, establishments 2012 (5,382) to 2023 (8,696).","wages"
"nes_receipts_per_estab_harris_first","24838","$24,838","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Harris County, real receipts per establishment, 2012.","wages"
"nes_receipts_per_estab_harris_last","24807","$24,807","2025 dollars per establishment","01_evidence/02_pums_nes_microdata/nes_independent_artists_long.csv","NES NAICS 7115, Harris County, real receipts per establishment, 2023.","wages"
