key,value,formatted,unit,source,note,module
"col_rpp_allitems_sanantonio","94.7","94.7","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, All items, San Antonio, 2024 (latest BEA vintage in this extract).","costliving"
"col_rpp_housing_sanantonio","94.60000000000001","94.6","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, Housing services, San Antonio, 2024.","costliving"
"col_rpp_gap_sanantonio","-.1","-0.1 points","index points, housing RPP minus all-items RPP","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","San Antonio, 2024: housing RPP (94.6) minus all-items RPP (94.7) = -0.1 points. Austin gap is the widest of the 5 metros compared here (verified directly), meaning the Austin cost problem is specifically a HOUSING problem: Austin sits near the national average on everything else.","costliving"
"col_rpp_allitems_us","100","100.0","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, All items, United States, 2024 (latest BEA vintage in this extract).","costliving"
"col_rpp_housing_us","100.6","100.6","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, Housing services, United States, 2024.","costliving"
"col_rpp_gap_us",".6000000000000001","0.6 points","index points, housing RPP minus all-items RPP","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","United States, 2024: housing RPP (100.6) minus all-items RPP (100.0) = 0.6 points. Austin gap is the widest of the 5 metros compared here (verified directly), meaning the Austin cost problem is specifically a HOUSING problem: Austin sits near the national average on everything else.","costliving"
"col_rpp_austin_housing_peak","126.4","126.4 in 2023","index, US average=100, peak year","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","Austin housing Regional Price Parity peaked at 126.4 in 2023, up from 110.0 in 2008 (earliest year in this BEA extract), then eased to 120.4 by 2024. A third, methodologically independent source (BEA regional accounts) corroborates the same 2022-2023 peak and pullback that Zillow market index and HUD administrative Fair Market Rent both show.","costliving"
"col_anchor_oews_gap_note","1","1 year(s) not published","count of missing years in the OEWS musician wage series used by fig19","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","Austin MSA OEWS median hourly wage for Musicians and singers is not published in 1 of 21 years 2005-2025 (a small-occupation non-publication, consistent with this project other modules noting the Austin musician OEWS estimate rests on roughly 100 to 700 payroll jobs). The hours-of-work line in fig19 has a break at that year rather than an interpolated or invented value.","costliving"
"col_anchor_city_wage_2016","17.49","$17.49 per hour","dollars per hour, nominal, 2016","01_evidence/04_city_programs_lmf/socrata/2qxc-8cme_median_earnings_creative_occupations.csv","City of Austin Creative Vitality Suite/EMSI median hourly earnings, Musicians and singers, 2016. No Austin MSA OEWS musician wage was published that year, so no same-year OEWS ratio is registered for 2016 (see col_anchor_city_wage_vs_oews_2017 for 2017).","costliving"
"col_anchor_city_wage_vs_oews_2017","57","57.0%","City wage as a percent of the OEWS wage, 2017","01_evidence/04_city_programs_lmf/socrata/2qxc-8cme_median_earnings_creative_occupations.csv; 01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","City of Austin Creative Vitality Suite/EMSI median hourly earnings for Musicians and singers, which appears to include self-employed earners, was $17.68 in 2017 against OEWS payroll-only $31.03 the same year -- 57.0% of the OEWS figure, roughly half. The gap is consistent with most Austin musicians being self-employed and therefore outside OEWS payroll coverage (see col_anchor_selfemployment_caveat).","costliving"
"col_anchor_selfemployment_caveat","1","72.2% self-employed","percent, mandatory caveat for fig19","03_analysis/out/numbers/numbers_pums.csv","MANDATORY CAVEAT for fig19: OEWS counts payroll wage-and-salary jobs only and excludes the self-employed. This project own PUMS analysis (10_pums_earnings.do) puts Austin-metro musician self-employment at 72.2% -- most of the profession is not represented in the OEWS wage that fig19 musician and all-occupations lines both use. The City EMSI line, which appears to include self-employed earnings, is the one line in fig19 not subject to this caveat, though it covers only 2016-2017.","costliving"
"col_anchor_hours_musician_first","54.6","54.6 hours","hours per month, 2005","multiple: oews_musicians_creatives_2005_2025.csv, hud_fmr_1983_2026_5area_long.csv","Hours at the Austin MSA median musician hourly wage (OEWS, nominal) to cover one month of Austin 1-bedroom HUD Fair Market Rent (nominal), 2005. Nominal-on-nominal ratio; no deflation applied or needed, since dollars per dollars is unit-free.","costliving"
"col_anchor_hours_musician_latest","52.40000000000001","52.4 hours","hours per month, 2025","multiple","Same calculation, 2025 (latest year with both an Austin MSA OEWS musician wage and a HUD Fair Market Rent).","costliving"
"col_anchor_hours_allocc_first","51.90000000000001","51.9 hours","hours per month, 2005","multiple","Hours at the Austin all-occupations median hourly wage (OEWS, nominal) to cover one month of Austin 1-bedroom HUD Fair Market Rent (nominal), 2005.","costliving"
"col_anchor_hours_allocc_latest","60.3","60.3 hours","hours per month, 2025","multiple","Same calculation, 2025.","costliving"
"col_anchor_hours_gap_latest","-7.9","-7.9 more hours","hours per month, 2025 musician minus all-occupations","multiple","At 2025 Austin wages and rent, the median musician needs -7.9 more hours per month than the typical Austin worker to cover the same 1-bedroom Fair Market Rent.","costliving"
"col_anchor_hours_volatility_note","1","small, volatile OEWS sample","methodological caveat for fig19","01_evidence/01_wages_oews_qcew/oews_musicians_creatives_2005_2025.csv","The Austin MSA OEWS musician wage this figure hours-of-work line depends on rests on roughly 100 to 700 payroll jobs across the panel (see 20_wages_industry.do own registered caveat on this same series), so year-to-year swings in hours_musician partly reflect sampling noise in a thin occupation estimate, not only real changes in musician purchasing power. The all-occupations line rests on a far larger sample and is comparatively stable.","costliving"
"col_anchor_timing_alignment_note","1","HUD fiscal year matched to OEWS calendar year","methodological note","multiple","HUD Fair Market Rent is set by federal fiscal year (October-September); OEWS reports a May-of-calendar-year wage. This module matches HUD fiscal year YYYY to OEWS calendar year YYYY directly, an approximate few-month alignment, not an exact-month match.","costliving"
"col_anchor_reconciliation_note","1","hours track wages and rent together, not rent alone","methodological note, reconciles fig19 against fig20","multiple","fig20 shows Austin real rent pulling back from its 2022 peak. fig19 hours-of-work line does not simply mirror that pullback, because it divides nominal HUD Fair Market Rent (which kept rising nominally through FY2025 before easing in FY2026, a year with no paired OEWS wage yet) by the small-sample, volatile Austin MSA OEWS musician wage (which itself fell from an unusually high 2022 reading). Both facts are registered above; this is an innocent, explainable divergence between two measures of the same underlying housing pressure, not an inconsistency in this module.","costliving"
"col_pums_rent_share_matched","61.6","61.6%","percent of annual earnings, period-matched","03_analysis/out/numbers/numbers_pums.csv; 01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Annualized Austin 1-bedroom HUD Fair Market Rent (12 times the FY2020-FY2024 average 1-bedroom FMR, the same 5 fiscal years the ACS 5-year PUMS estimate pools, real 2025 dollars) as a share of median Austin musician annual earnings from work (ACS 2020-2024 5-year PUMS, positive-earnings base, employed ages 18-64, n=not available unweighted records, real 2025 dollars, $28,683). SNAPSHOT comparison, not a year-by-year trend: PUMS is a single pooled 5-year cross-section, unlike OEWS true annual panel used in fig19. Covers the self-employed, unlike the OEWS-based anchor above, which is the reason this measure exists.","costliving"
"col_pums_rent_share_latest","63.8","63.8%","percent of annual earnings, latest FMR vs. pooled 2020-2024 earnings","03_analysis/out/numbers/numbers_pums.csv; 01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Same PUMS earnings figure against the LATEST available Austin 1-bedroom Fair Market Rent (FY2026, annualized, real 2025 dollars via this module partial-year patch) rather than the period-matched FY2020-2024 average. This mixes a 2026 rent level with an earnings estimate centered on 2020-2024; read as what today rent would cost out of that pooled-period income, not as a true 2026 earnings observation.","costliving"
"col_pums_rent_share_methodological_note","1","2 point estimates, not a trend","methodological note","multiple","Task 5 share-of-income measure is two point comparisons (period-matched and latest), not an annual trend like fig19 hours-of-work series, because the underlying PUMS source is a single pooled 2020-2024 5-year cross-section, not an annual panel. Do not chart this as a time series.","costliving"
